A,State,Date,Value
2342,VT,1/1/2008 0:00,330583
2343,VT,1/1/2009 0:00,275027
2344,VT,1/1/2010 0:00,271381
2345,VT,1/1/2011 0:00,273843
2346,VT,1/1/2012 0:00,280099
2347,VT,1/1/2013 0:00,285141
2348,VT,1/1/2014 0:00,277486
2349,VT,1/1/2015 0:00,269353
2350,VT,1/1/2016 0:00,262945
2351,VT,1/1/2017 0:00,278876
2352,VT,1/1/2018 0:00,221918
2353,VT,1/1/2019 0:00,219180
2354,VT,1/1/2020 0:00,227512
2355,VT,10/1/1996 0:00,516007
2356,VT,10/1/1997 0:00,500242
2357,VT,10/1/1998 0:00,425232
2358,VT,10/1/1999 0:00,460334
2359,VT,10/1/2000 0:00,496902
2360,VT,10/1/2001 0:00,401402
2361,VT,10/1/2002 0:00,448849
2362,VT,10/1/2003 0:00,439862
2363,VT,10/1/2004 0:00,426826
2364,VT,10/1/2005 0:00,328388
2365,VT,10/1/2006 0:00,405332
2366,VT,10/1/2007 0:00,456810
2367,VT,10/1/2008 0:00,432828
2368,VT,10/1/2009 0:00,403825
2369,VT,10/1/2010 0:00,403921
2370,VT,10/1/2011 0:00,389581
2371,VT,10/1/2012 0:00,400521
2372,VT,10/1/2013 0:00,422827
2373,VT,10/1/2014 0:00,424848
2374,VT,10/1/2015 0:00,378249
2375,VT,10/1/2016 0:00,412276
2376,VT,10/1/2017 0:00,364865
2377,VT,10/1/2018 0:00,350614
2378,VT,10/1/2019 0:00,353526
2379,VT,11/1/1996 0:00,365639
2380,VT,11/1/1997 0:00,360768
2381,VT,11/1/1998 0:00,350895
2382,VT,11/1/1999 0:00,492571
2383,VT,11/1/2000 0:00,386148
2384,VT,11/1/2001 0:00,341381
2385,VT,11/1/2002 0:00,345446
2386,VT,11/1/2003 0:00,349838
2387,VT,11/1/2004 0:00,340614
2388,VT,11/1/2005 0:00,330445
2389,VT,11/1/2006 0:00,309873
2390,VT,11/1/2007 0:00,362364
2391,VT,11/1/2008 0:00,296174
2392,VT,11/1/2009 0:00,292387
2393,VT,11/1/2010 0:00,284277
2394,VT,11/1/2011 0:00,299114
2395,VT,11/1/2012 0:00,325100
2396,VT,11/1/2013 0:00,322539
2397,VT,11/1/2014 0:00,318728
2398,VT,11/1/2015 0:00,282581
2399,VT,11/1/2016 0:00,301590
2400,VT,11/1/2017 0:00,257422
2401,VT,11/1/2018 0:00,245952
2402,VT,11/1/2019 0:00,242867
2403,VT,12/1/1996 0:00,353361
2404,VT,12/1/1997 0:00,353862
2405,VT,12/1/1998 0:00,311410
2406,VT,12/1/1999 0:00,338600
2407,VT,12/1/2000 0:00,343237
2408,VT,12/1/2001 0:00,327164
2409,VT,12/1/2002 0:00,347987
2410,VT,12/1/2003 0:00,320490
2411,VT,12/1/2004 0:00,318162
2412,VT,12/1/2005 0:00,320888
2413,VT,12/1/2006 0:00,304749
2414,VT,12/1/2007 0:00,334111
2415,VT,12/1/2008 0:00,292582
2416,VT,12/1/2009 0:00,275687
2417,VT,12/1/2010 0:00,279517
2418,VT,12/1/2011 0:00,300788
2419,VT,12/1/2012 0:00,305646
2420,VT,12/1/2013 0:00,309128
2421,VT,12/1/2014 0:00,311471
2422,VT,12/1/2015 0:00,287859
2423,VT,12/1/2016 0:00,284901
2424,VT,12/1/2017 0:00,251878
2425,VT,12/1/2018 0:00,252954
2426,VT,12/1/2019 0:00,260166
2427,VT,2/1/1996 0:00,317261
2428,VT,2/1/1997 0:00,306290
2429,VT,2/1/1998 0:00,336993
2430,VT,2/1/1999 0:00,321476
2431,VT,2/1/2000 0:00,341753
2432,VT,2/1/2001 0:00,326079
2433,VT,2/1/2002 0:00,331821
2434,VT,2/1/2003 0:00,322435
2435,VT,2/1/2004 0:00,338625
2436,VT,2/1/2005 0:00,324385
2437,VT,2/1/2006 0:00,310432
2438,VT,2/1/2007 0:00,268219
2439,VT,2/1/2008 0:00,323588
2440,VT,2/1/2009 0:00,271305
2441,VT,2/1/2010 0:00,265975
2442,VT,2/1/2011 0:00,265814
2443,VT,2/1/2012 0:00,280175
2444,VT,2/1/2013 0:00,277554
2445,VT,2/1/2014 0:00,267735
2446,VT,2/1/2015 0:00,263060
2447,VT,2/1/2016 0:00,255579
2448,VT,2/1/2017 0:00,251062
2449,VT,2/1/2018 0:00,219168
2450,VT,2/1/2019 0:00,209172
2451,VT,2/1/2020 0:00,232709
2452,VT,3/1/1996 0:00,408746
2453,VT,3/1/1997 0:00,384879
2454,VT,3/1/1998 0:00,357062
2455,VT,3/1/1999 0:00,355317
2456,VT,3/1/2000 0:00,405347
2457,VT,3/1/2001 0:00,404151
2458,VT,3/1/2002 0:00,408154
2459,VT,3/1/2003 0:00,359115
2460,VT,3/1/2004 0:00,350596
2461,VT,3/1/2005 0:00,358777
2462,VT,3/1/2006 0:00,367455
2463,VT,3/1/2007 0:00,324916
2464,VT,3/1/2008 0:00,349770
2465,VT,3/1/2009 0:00,303666
2466,VT,3/1/2010 0:00,298280
2467,VT,3/1/2011 0:00,293883
2468,VT,3/1/2012 0:00,332636
2469,VT,3/1/2013 0:00,377024
2470,VT,3/1/2014 0:00,326978
2471,VT,3/1/2015 0:00,310967
2472,VT,3/1/2016 0:00,285897
2473,VT,3/1/2017 0:00,271205
2474,VT,3/1/2018 0:00,294428
2475,VT,3/1/2019 0:00,268830
2476,VT,4/1/1996 0:00,390153
2477,VT,4/1/1997 0:00,370863
2478,VT,4/1/1998 0:00,374018
2479,VT,4/1/1999 0:00,408948
2480,VT,4/1/2000 0:00,391170
2481,VT,4/1/2001 0:00,395045
2482,VT,4/1/2002 0:00,376428
2483,VT,4/1/2003 0:00,324265
2484,VT,4/1/2004 0:00,346464
2485,VT,4/1/2005 0:00,337852
2486,VT,4/1/2006 0:00,361188
2487,VT,4/1/2007 0:00,295615
2488,VT,4/1/2008 0:00,342322
2489,VT,4/1/2009 0:00,319957
2490,VT,4/1/2010 0:00,319772
2491,VT,4/1/2011 0:00,336944
2492,VT,4/1/2012 0:00,343857
2493,VT,4/1/2013 0:00,308940
2494,VT,4/1/2014 0:00,327332
2495,VT,4/1/2015 0:00,315444
2496,VT,4/1/2016 0:00,290900
2497,VT,4/1/2017 0:00,316312
2498,VT,4/1/2018 0:00,257258
2499,VT,4/1/2019 0:00,275538
2500,VT,5/1/1996 0:00,493722
2501,VT,5/1/1997 0:00,427924
2502,VT,5/1/1998 0:00,446743
2503,VT,5/1/1999 0:00,444325
2504,VT,5/1/2000 0:00,429508
2505,VT,5/1/2001 0:00,449793
2506,VT,5/1/2002 0:00,437861
2507,VT,5/1/2003 0:00,399399
2508,VT,5/1/2004 0:00,412548
2509,VT,5/1/2005 0:00,392659
2510,VT,5/1/2006 0:00,390330
2511,VT,5/1/2007 0:00,367048
2512,VT,5/1/2008 0:00,444715
2513,VT,5/1/2009 0:00,382830
2514,VT,5/1/2010 0:00,387833
2515,VT,5/1/2011 0:00,368987
2516,VT,5/1/2012 0:00,392994
2517,VT,5/1/2013 0:00,402957
2518,VT,5/1/2014 0:00,402322
2519,VT,5/1/2015 0:00,388771
2520,VT,5/1/2016 0:00,364259
2521,VT,5/1/2017 0:00,359121
2522,VT,5/1/2018 0:00,341943
2523,VT,5/1/2019 0:00,332576
2524,VT,6/1/1996 0:00,598401
2525,VT,6/1/1997 0:00,573799
2526,VT,6/1/1998 0:00,473952
2527,VT,6/1/1999 0:00,532837
2528,VT,6/1/2000 0:00,550301
2529,VT,6/1/2001 0:00,529477
2530,VT,6/1/2002 0:00,497472
2531,VT,6/1/2003 0:00,460347
2532,VT,6/1/2004 0:00,442262
2533,VT,6/1/2005 0:00,365406
2534,VT,6/1/2006 0:00,475672
2535,VT,6/1/2007 0:00,459079
2536,VT,6/1/2008 0:00,520868
2537,VT,6/1/2009 0:00,419214
2538,VT,6/1/2010 0:00,433266
2539,VT,6/1/2011 0:00,439092
2540,VT,6/1/2012 0:00,482024
2541,VT,6/1/2013 0:00,484517
2542,VT,6/1/2014 0:00,496144
2543,VT,6/1/2015 0:00,463663
2544,VT,6/1/2016 0:00,436313
2545,VT,6/1/2017 0:00,417805
2546,VT,6/1/2018 0:00,429237
2547,VT,6/1/2019 0:00,413752
2548,VT,7/1/1996 0:00,781543
2549,VT,7/1/1997 0:00,536513
2550,VT,7/1/1998 0:00,650271
2551,VT,7/1/1999 0:00,756742
2552,VT,7/1/2000 0:00,700384
2553,VT,7/1/2001 0:00,611280
2554,VT,7/1/2002 0:00,612578
2555,VT,7/1/2003 0:00,586303
2556,VT,7/1/2004 0:00,595786
2557,VT,7/1/2005 0:00,511369
2558,VT,7/1/2006 0:00,666234
2559,VT,7/1/2007 0:00,573655
2560,VT,7/1/2008 0:00,668801
2561,VT,7/1/2009 0:00,574015
2562,VT,7/1/2010 0:00,618273
2563,VT,7/1/2011 0:00,661664
2564,VT,7/1/2012 0:00,640297
2565,VT,7/1/2013 0:00,665073
2566,VT,7/1/2014 0:00,652506
2567,VT,7/1/2015 0:00,637852
2568,VT,7/1/2016 0:00,593289
2569,VT,7/1/2017 0:00,578293
2570,VT,7/1/2018 0:00,553894
2571,VT,7/1/2019 0:00,553210
2572,VT,8/1/1996 0:00,837616
2573,VT,8/1/1997 0:00,775442
2574,VT,8/1/1998 0:00,632002
2575,VT,8/1/1999 0:00,684678
2576,VT,8/1/2000 0:00,660319
2577,VT,8/1/2001 0:00,665946
2578,VT,8/1/2002 0:00,637182
2579,VT,8/1/2003 0:00,605616
2580,VT,8/1/2004 0:00,556092
2581,VT,8/1/2005 0:00,443611
2582,VT,8/1/2006 0:00,615379
2583,VT,8/1/2007 0:00,639232
2584,VT,8/1/2008 0:00,700709
2585,VT,8/1/2009 0:00,590771
2586,VT,8/1/2010 0:00,601327
2587,VT,8/1/2011 0:00,605549
2588,VT,8/1/2012 0:00,661497
2589,VT,8/1/2013 0:00,734336
2590,VT,8/1/2014 0:00,732712
2591,VT,8/1/2015 0:00,611081
2592,VT,8/1/2016 0:00,584392
2593,VT,8/1/2017 0:00,550869
2594,VT,8/1/2018 0:00,572431
2595,VT,8/1/2019 0:00,604207
2596,VT,9/1/1996 0:00,523334
2597,VT,9/1/1997 0:00,524762
2598,VT,9/1/1998 0:00,466947
2599,VT,9/1/1999 0:00,549103
2600,VT,9/1/2000 0:00,513586
2601,VT,9/1/2001 0:00,469635
2602,VT,9/1/2002 0:00,469818
2603,VT,9/1/2003 0:00,426573
2604,VT,9/1/2004 0:00,449455
2605,VT,9/1/2005 0:00,360436
2606,VT,9/1/2006 0:00,434559
2607,VT,9/1/2007 0:00,479664
2608,VT,9/1/2008 0:00,460822
2609,VT,9/1/2009 0:00,448849
2610,VT,9/1/2010 0:00,432429
2611,VT,9/1/2011 0:00,433590
2612,VT,9/1/2012 0:00,446922
2613,VT,9/1/2013 0:00,435994
2614,VT,9/1/2014 0:00,423086
2615,VT,9/1/2015 0:00,433253
2616,VT,9/1/2016 0:00,446169
2617,VT,9/1/2017 0:00,410714
2618,VT,9/1/2018 0:00,383637
2619,VT,9/1/2019 0:00,362992
2620,WA,1/1/1996 0:00,1878262
2621,WA,1/1/1997 0:00,1967945
2622,WA,1/1/1998 0:00,1633282
2623,WA,1/1/1999 0:00,1538235
2624,WA,1/1/2000 0:00,1457725
2625,WA,1/1/2001 0:00,1596570
2626,WA,1/1/2002 0:00,1125024
2627,WA,1/1/2003 0:00,1194799
2628,WA,1/1/2004 0:00,1145680
2629,WA,1/1/2005 0:00,1133904
2630,WA,1/1/2006 0:00,1235602
2631,WA,1/1/2007 0:00,850245
2632,WA,1/1/2008 0:00,1247244
2633,WA,1/1/2009 0:00,1118639
2634,WA,1/1/2010 0:00,1392650
2635,WA,1/1/2011 0:00,1498164
2636,WA,1/1/2012 0:00,1638160
2637,WA,1/1/2013 0:00,1851702
2638,WA,1/1/2014 0:00,1888528
2639,WA,1/1/2015 0:00,1647348
2640,WA,1/1/2016 0:00,1430349
2641,WA,1/1/2017 0:00,1444176
2642,WA,1/1/2018 0:00,1523107
2643,WA,1/1/2019 0:00,1463254
2644,WA,1/1/2020 0:00,1326077
2645,WA,10/1/1996 0:00,2390889
2646,WA,10/1/1997 0:00,1833794
2647,WA,10/1/1998 0:00,1581879
2648,WA,10/1/1999 0:00,1822080
2649,WA,10/1/2000 0:00,1794268
2650,WA,10/1/2001 0:00,1212284
2651,WA,10/1/2002 0:00,1383160
2652,WA,10/1/2003 0:00,1305970
2653,WA,10/1/2004 0:00,1424257
2654,WA,10/1/2005 0:00,1403363
2655,WA,10/1/2006 0:00,1616743
2656,WA,10/1/2007 0:00,1511265
2657,WA,10/1/2008 0:00,1406633
2658,WA,10/1/2009 0:00,1566692
2659,WA,10/1/2010 0:00,1752490
2660,WA,10/1/2011 0:00,1984935
2661,WA,10/1/2012 0:00,2051270
2662,WA,10/1/2013 0:00,2177628
2663,WA,10/1/2014 0:00,2031765
2664,WA,10/1/2015 0:00,1630185
2665,WA,10/1/2016 0:00,1665658
2666,WA,10/1/2017 0:00,1696701
2667,WA,10/1/2018 0:00,1759483
2668,WA,10/1/2019 0:00,1700840
2669,WA,11/1/1996 0:00,2082619
2670,WA,11/1/1997 0:00,1931357
2671,WA,11/1/1998 0:00,1434393
2672,WA,11/1/1999 0:00,1625281
2673,WA,11/1/2000 0:00,1584392
2674,WA,11/1/2001 0:00,1152020
2675,WA,11/1/2002 0:00,1251421
2676,WA,11/1/2003 0:00,1172169
2677,WA,11/1/2004 0:00,1272118
2678,WA,11/1/2005 0:00,1135350
2679,WA,11/1/2006 0:00,1219115
2680,WA,11/1/2007 0:00,1475472
2681,WA,11/1/2008 0:00,1201386
2682,WA,11/1/2009 0:00,1450261
2683,WA,11/1/2010 0:00,1507379
2684,WA,11/1/2011 0:00,1833022
2685,WA,11/1/2012 0:00,1965122
2686,WA,11/1/2013 0:00,2082020
2687,WA,11/1/2014 0:00,1943569
2688,WA,11/1/2015 0:00,1542381
2689,WA,11/1/2016 0:00,1507318
2690,WA,11/1/2017 0:00,1615919
2691,WA,11/1/2018 0:00,1570209
2692,WA,11/1/2019 0:00,1535870
2693,WA,12/1/1996 0:00,1844755
2694,WA,12/1/1997 0:00,1779782
2695,WA,12/1/1998 0:00,1444521
2696,WA,12/1/1999 0:00,1532996
2697,WA,12/1/2000 0:00,1526398
2698,WA,12/1/2001 0:00,1188125
2699,WA,12/1/2002 0:00,1238685
2700,WA,12/1/2003 0:00,1148768
2701,WA,12/1/2004 0:00,1242376
2702,WA,12/1/2005 0:00,1298952
2703,WA,12/1/2006 0:00,1253177
2704,WA,12/1/2007 0:00,1353506
2705,WA,12/1/2008 0:00,1057862
2706,WA,12/1/2009 0:00,1504418
2707,WA,12/1/2010 0:00,1690542
2708,WA,12/1/2011 0:00,2014622
2709,WA,12/1/2012 0:00,2105674
2710,WA,12/1/2013 0:00,2151211
2711,WA,12/1/2014 0:00,1986896
2712,WA,12/1/2015 0:00,1638858
2713,WA,12/1/2016 0:00,1607081
2714,WA,12/1/2017 0:00,1746165
2715,WA,12/1/2018 0:00,1706341
2716,WA,12/1/2019 0:00,1691178
2717,WA,2/1/1996 0:00,2118318
2718,WA,2/1/1997 0:00,2063420
2719,WA,2/1/1998 0:00,1613288
2720,WA,2/1/1999 0:00,1439075
2721,WA,2/1/2000 0:00,1560122
2722,WA,2/1/2001 0:00,1456083
2723,WA,2/1/2002 0:00,1148746
2724,WA,2/1/2003 0:00,1131730
2725,WA,2/1/2004 0:00,1205365
2726,WA,2/1/2005 0:00,1206229
2727,WA,2/1/2006 0:00,1157580
2728,WA,2/1/2007 0:00,1136063
2729,WA,2/1/2008 0:00,1286836
2730,WA,2/1/2009 0:00,1099116
2731,WA,2/1/2010 0:00,1382621
2732,WA,2/1/2011 0:00,1454945
2733,WA,2/1/2012 0:00,1747141
2734,WA,2/1/2013 0:00,1876353
2735,WA,2/1/2014 0:00,1682614
2736,WA,2/1/2015 0:00,1573536
2737,WA,2/1/2016 0:00,1353880
2738,WA,2/1/2017 0:00,1297070
2739,WA,2/1/2018 0:00,1484871
2740,WA,2/1/2019 0:00,1270820
2741,WA,2/1/2020 0:00,1416101
2742,WA,3/1/1996 0:00,2287661
2743,WA,3/1/1997 0:00,2446513
2744,WA,3/1/1998 0:00,1919109
2745,WA,3/1/1999 0:00,1713872
2746,WA,3/1/2000 0:00,1748470
2747,WA,3/1/2001 0:00,2049373
2748,WA,3/1/2002 0:00,1358348
2749,WA,3/1/2003 0:00,1217580
2750,WA,3/1/2004 0:00,1359962
2751,WA,3/1/2005 0:00,1411328
2752,WA,3/1/2006 0:00,1401787
2753,WA,3/1/2007 0:00,1450708
2754,WA,3/1/2008 0:00,1549219
2755,WA,3/1/2009 0:00,1299920
2756,WA,3/1/2010 0:00,1612131
2757,WA,3/1/2011 0:00,1876270
2758,WA,3/1/2012 0:00,2115611
2759,WA,3/1/2013 0:00,2271965
2760,WA,3/1/2014 0:00,2108017
2761,WA,3/1/2015 0:00,1815018
2762,WA,3/1/2016 0:00,1631775
2763,WA,3/1/2017 0:00,1611156
2764,WA,3/1/2018 0:00,1940622
2765,WA,3/1/2019 0:00,1774853
2766,WA,4/1/1996 0:00,2446352
2767,WA,4/1/1997 0:00,2324831
2768,WA,4/1/1998 0:00,1960185
2769,WA,4/1/1999 0:00,1852016
2770,WA,4/1/2000 0:00,1802300
2771,WA,4/1/2001 0:00,1701916
2772,WA,4/1/2002 0:00,1432796
2773,WA,4/1/2003 0:00,1192308
2774,WA,4/1/2004 0:00,1426976
2775,WA,4/1/2005 0:00,1459721
2776,WA,4/1/2006 0:00,1503523
2777,WA,4/1/2007 0:00,1342534
2778,WA,4/1/2008 0:00,1484167
2779,WA,4/1/2009 0:00,1386856
2780,WA,4/1/2010 0:00,1678928
2781,WA,4/1/2011 0:00,1923315
2782,WA,4/1/2012 0:00,2106768
2783,WA,4/1/2013 0:00,2065450
2784,WA,4/1/2014 0:00,2168561
2785,WA,4/1/2015 0:00,1820501
2786,WA,4/1/2016 0:00,1667211
2787,WA,4/1/2017 0:00,1726139
2788,WA,4/1/2018 0:00,1870863
2789,WA,4/1/2019 0:00,1839729
2790,WA,5/1/1996 0:00,2792199
2791,WA,5/1/1997 0:00,2481325
2792,WA,5/1/1998 0:00,2094467
2793,WA,5/1/1999 0:00,3373589
2794,WA,5/1/2000 0:00,1889306
2795,WA,5/1/2001 0:00,1847743
2796,WA,5/1/2002 0:00,1438747
2797,WA,5/1/2003 0:00,1089298
2798,WA,5/1/2004 0:00,1581459
2799,WA,5/1/2005 0:00,1350186
2800,WA,5/1/2006 0:00,1586317
2801,WA,5/1/2007 0:00,1522512
2802,WA,5/1/2008 0:00,1668365
2803,WA,5/1/2009 0:00,1567409
2804,WA,5/1/2010 0:00,1800388
2805,WA,5/1/2011 0:00,2035167
2806,WA,5/1/2012 0:00,2244856
2807,WA,5/1/2013 0:00,2378456
2808,WA,5/1/2014 0:00,2380394
2809,WA,5/1/2015 0:00,2075575
2810,WA,5/1/2016 0:00,1857284
2811,WA,5/1/2017 0:00,1755768
2812,WA,5/1/2018 0:00,2105713
2813,WA,5/1/2019 0:00,1964388
2814,WA,6/1/1996 0:00,3070628
2815,WA,6/1/1997 0:00,2463139
2816,WA,6/1/1998 0:00,2088336
2817,WA,6/1/1999 0:00,2112183
2818,WA,6/1/2000 0:00,1905836
2819,WA,6/1/2001 0:00,1906026
2820,WA,6/1/2002 0:00,1428060
2821,WA,6/1/2003 0:00,1453571
2822,WA,6/1/2004 0:00,1358869
2823,WA,6/1/2005 0:00,1518229
2824,WA,6/1/2006 0:00,1540714
2825,WA,6/1/2007 0:00,1437665
2826,WA,6/1/2008 0:00,1683186
2827,WA,6/1/2009 0:00,1601362
2828,WA,6/1/2010 0:00,1813075
2829,WA,6/1/2011 0:00,2031436
2830,WA,6/1/2012 0:00,2262864
2831,WA,6/1/2013 0:00,2400681
2832,WA,6/1/2014 0:00,2426603
2833,WA,6/1/2015 0:00,2120654
2834,WA,6/1/2016 0:00,1863888
2835,WA,6/1/2017 0:00,1849540
2836,WA,6/1/2018 0:00,2039924
2837,WA,6/1/2019 0:00,1929436
2838,WA,7/1/1996 0:00,3022933
2839,WA,7/1/1997 0:00,2815034
2840,WA,7/1/1998 0:00,2440909
2841,WA,7/1/1999 0:00,2449296
2842,WA,7/1/2000 0:00,2521710
2843,WA,7/1/2001 0:00,2228560
2844,WA,7/1/2002 0:00,1648297
2845,WA,7/1/2003 0:00,1770154
2846,WA,7/1/2004 0:00,1804607
2847,WA,7/1/2005 0:00,1845706
2848,WA,7/1/2006 0:00,1861985
2849,WA,7/1/2007 0:00,1793179
2850,WA,7/1/2008 0:00,1891164
2851,WA,7/1/2009 0:00,1868881
2852,WA,7/1/2010 0:00,2202420
2853,WA,7/1/2011 0:00,2498398
2854,WA,7/1/2012 0:00,2613695
2855,WA,7/1/2013 0:00,2775366
2856,WA,7/1/2014 0:00,2657487
2857,WA,7/1/2015 0:00,2413515
2858,WA,7/1/2016 0:00,2276922
2859,WA,7/1/2017 0:00,2253008
2860,WA,7/1/2018 0:00,2310762
2861,WA,7/1/2019 0:00,2245234
2862,WA,8/1/1996 0:00,3175967
2863,WA,8/1/1997 0:00,3096389
2864,WA,8/1/1998 0:00,2188328
2865,WA,8/1/1999 0:00,2553784
2866,WA,8/1/2000 0:00,2497332
2867,WA,8/1/2001 0:00,2469131
2868,WA,8/1/2002 0:00,1982400
2869,WA,8/1/2003 0:00,1885656
2870,WA,8/1/2004 0:00,1829629
2871,WA,8/1/2005 0:00,1899365
2872,WA,8/1/2006 0:00,1948819
2873,WA,8/1/2007 0:00,1937475
2874,WA,8/1/2008 0:00,2004535
2875,WA,8/1/2009 0:00,2048244
2876,WA,8/1/2010 0:00,2255023
2877,WA,8/1/2011 0:00,2603120
2878,WA,8/1/2012 0:00,2820188
2879,WA,8/1/2013 0:00,2965878
2880,WA,8/1/2014 0:00,2911475
2881,WA,8/1/2015 0:00,2287644
2882,WA,8/1/2016 0:00,2284394
2883,WA,8/1/2017 0:00,2341071
2884,WA,8/1/2018 0:00,2415215
2885,WA,8/1/2019 0:00,2377154
2886,WA,9/1/1996 0:00,2610517
2887,WA,9/1/1997 0:00,2455000
2888,WA,9/1/1998 0:00,1985441
2889,WA,9/1/1999 0:00,2019351
2890,WA,9/1/2000 0:00,2091209
2891,WA,9/1/2001 0:00,1481273
2892,WA,9/1/2002 0:00,1392701
2893,WA,9/1/2003 0:00,1444752
2894,WA,9/1/2004 0:00,1537542
2895,WA,9/1/2005 0:00,1493818
2896,WA,9/1/2006 0:00,1547023
2897,WA,9/1/2007 0:00,1623525
2898,WA,9/1/2008 0:00,1591802
2899,WA,9/1/2009 0:00,1710906
2900,WA,9/1/2010 0:00,1880468
2901,WA,9/1/2011 0:00,2146118
2902,WA,9/1/2012 0:00,2249062
2903,WA,9/1/2013 0:00,2266225
2904,WA,9/1/2014 0:00,2288884
2905,WA,9/1/2015 0:00,1822466
2906,WA,9/1/2016 0:00,1905775
2907,WA,9/1/2017 0:00,1909400
2908,WA,9/1/2018 0:00,1858249
2909,WA,9/1/2019 0:00,1821058
